CustomerID,Age,Gender,Tenure_Months,Recency_Days,Frequency,Monetary_Value,Support_Calls,Churn
CUST_08604,37,Female,38,120,46,4049.97,5,0
CUST_08605,26,Female,3,242,111,14633.34,4,0
CUST_08606,34,Male,16,106,71,1929.12,9,1
CUST_08607,44,Male,9,343,100,3624.48,3,0
CUST_08608,64,Male,41,131,46,5736.56,5,0
CUST_08609,19,Female,38,38,82,4584.65,7,0
CUST_08610,53,Female,69,87,16,1906.57,7,0
CUST_08611,36,Male,65,336,58,3631.61,2,0
CUST_08612,34,Male,35,113,14,1959.03,5,0
CUST_08613,22,Female,35,251,85,4503.3,0,0
CUST_08614,56,Male,48,345,43,3123.13,0,0
CUST_08615,35,Female,8,362,91,3316.37,0,0
CUST_08616,24,Female,27,71,25,2625.06,8,0
CUST_08617,34,Female,9,264,102,7077.67,9,1
CUST_08618,56,Female,30,69,15,2130.94,8,1
CUST_08619,53,Male,14,255,74,1267.32,9,1
CUST_08620,57,Female,23,275,30,2019.99,4,0
CUST_08621,62,Female,29,86,44,800.36,6,1
CUST_08622,21,Female,26,218,9,534.79,3,0
CUST_08623,55,Female,15,50,92,6102.65,1,0
CUST_08624,42,Female,67,134,113,5632.87,5,0
CUST_08625,22,Female,16,230,82,4058.73,1,0
CUST_08626,47,Male,13,61,11,551.19,6,0
CUST_08627,29,Male,24,252,102,5196.35,3,0
CUST_08628,21,Male,62,230,115,6107.49,3,0
CUST_08629,41,Female,57,351,66,8575.06,1,0
CUST_08630,46,Female,36,58,22,445.99,8,0
CUST_08631,26,Male,60,185,87,12919.75,2,0
CUST_08632,21,Male,22,203,20,1060.11,5,0
CUST_08633,68,Female,3,32,109,2046.23,9,1
CUST_08634,41,Male,36,145,29,1120.75,8,1
CUST_08635,31,Male,36,169,90,12793.68,7,0
CUST_08636,22,Male,10,22,63,9428.94,8,0
CUST_08637,35,Male,21,336,41,1980.78,6,0
CUST_08638,59,Female,49,298,76,3453.11,8,0
CUST_08639,36,Male,9,79,112,14321.68,9,0
CUST_08640,29,Female,52,136,93,12872.93,8,0
CUST_08641,35,Female,48,302,83,8532.3,4,0
CUST_08642,34,Male,60,176,98,13850.9,6,0
CUST_08643,47,Male,50,77,48,6876.08,4,0
CUST_08644,41,Female,39,30,27,3174.06,0,0
CUST_08645,28,Female,16,284,94,5835.11,6,1
CUST_08646,52,Male,28,329,101,3552.88,8,1
CUST_08647,40,Male,6,153,31,2631.46,4,0
CUST_08648,34,Male,61,213,92,4976.96,3,0
CUST_08649,18,Female,6,179,25,774.94,4,0
CUST_08650,32,Male,66,295,49,3341.29,3,0
CUST_08651,49,Female,40,83,70,5583.79,8,0
CUST_08652,26,Male,71,200,64,6679.56,9,0
CUST_08653,32,Female,62,323,56,2511.81,7,0
CUST_08654,45,Male,28,129,7,925.73,4,0
CUST_08655,41,Female,47,294,70,2802.42,4,0
CUST_08656,52,Male,9,191,35,5236.91,4,0
CUST_08657,39,Male,52,52,89,8025.9,6,0
CUST_08658,44,Female,15,83,21,731.3,9,0
CUST_08659,36,Female,34,341,47,5999.23,6,0
CUST_08660,62,Female,20,188,60,2955.22,2,0
CUST_08661,29,Female,60,13,112,4527.29,0,0
CUST_08662,37,Male,58,219,17,564.35,7,0
CUST_08663,18,Female,67,17,105,9383.93,9,0
CUST_08664,38,Male,2,242,90,12033.82,3,0
CUST_08665,66,Male,50,340,105,14291.54,3,0
CUST_08666,62,Female,14,158,17,2057.99,8,1
CUST_08667,18,Female,56,166,71,6638.17,6,0
CUST_08668,27,Female,69,139,25,2163.36,6,0
CUST_08669,64,Female,44,294,34,2225.61,7,1
CUST_08670,49,Female,46,28,26,544.67,0,0
CUST_08671,56,Male,6,359,6,767.64,8,1
CUST_08672,39,Female,8,161,10,1499.29,0,0
CUST_08673,35,Female,39,182,81,11284.46,9,0
CUST_08674,65,Female,44,280,78,10994.9,4,0
CUST_08675,63,Female,27,155,3,179.96,8,0
CUST_08676,49,Female,16,302,59,1675.97,2,0
CUST_08677,44,Female,39,214,112,14858.34,1,0
CUST_08678,45,Male,1,340,80,9449.15,1,0
CUST_08679,35,Female,51,353,69,4671.33,6,0
CUST_08680,56,Male,63,69,48,6121.58,4,0
CUST_08681,66,Male,33,325,23,775.77,7,1
CUST_08682,46,Male,50,295,91,9363.57,4,0
CUST_08683,35,Male,54,209,5,718.53,1,0
CUST_08684,61,Male,27,157,56,7722.76,6,0
CUST_08685,25,Male,19,75,101,11889.19,6,0
CUST_08686,48,Female,28,342,38,1937.57,1,0
CUST_08687,51,Male,23,287,82,2365.38,5,0
CUST_08688,24,Male,64,231,76,4471.79,4,0
CUST_08689,53,Male,39,65,85,8359.13,3,0
CUST_08690,35,Female,49,271,7,404.1,9,1
CUST_08691,55,Male,59,83,17,1203.1,7,0
CUST_08692,26,Male,20,74,106,7365.61,7,0
CUST_08693,26,Male,61,265,9,543.03,4,0
CUST_08694,63,Male,9,269,105,14664.93,3,0
CUST_08695,25,Female,23,301,88,5121.04,8,0
CUST_08696,68,Male,7,90,75,11184.46,4,0
CUST_08697,52,Male,31,360,89,3850.15,3,0
CUST_08698,35,Male,60,300,46,6109.0,1,0
CUST_08699,22,Female,61,2,37,4213.02,5,0
CUST_08700,31,Female,26,176,7,737.02,4,0
CUST_08701,45,Male,54,125,17,1277.07,5,0
CUST_08702,47,Male,31,268,119,14903.47,0,0
CUST_08703,21,Male,41,215,41,3339.43,5,0
CUST_08704,56,Female,28,67,64,2131.07,4,0
CUST_08705,37,Male,6,178,83,4387.97,6,0
CUST_08706,42,Female,34,267,57,2258.79,0,0
CUST_08707,45,Male,9,5,85,7811.31,2,0
CUST_08708,29,Male,12,301,45,4656.59,1,0
CUST_08709,19,Male,16,202,73,4405.64,5,0
CUST_08710,60,Male,71,117,109,2216.48,0,0
CUST_08711,31,Male,31,336,110,11432.25,2,0
CUST_08712,39,Male,33,350,8,186.92,3,1
CUST_08713,48,Female,7,232,110,15990.25,5,0
CUST_08714,40,Male,3,84,109,14691.29,4,0
CUST_08715,65,Female,20,89,91,11572.38,4,0
CUST_08716,37,Female,5,227,87,5621.79,4,0
CUST_08717,55,Female,67,111,10,1155.74,0,0
CUST_08718,21,Female,38,323,54,1144.27,7,1
CUST_08719,32,Male,56,12,66,1788.65,9,0
CUST_08720,41,Male,23,27,44,3597.6,1,0
CUST_08721,42,Female,2,105,48,4522.24,5,0
CUST_08722,18,Female,21,86,71,8416.22,6,0
CUST_08723,24,Female,14,156,2,110.38,9,1
CUST_08724,48,Male,62,199,80,7060.13,9,0
CUST_08725,29,Female,11,137,118,2766.3,3,0
CUST_08726,59,Female,4,31,6,471.4,7,0
CUST_08727,22,Male,47,164,80,8449.61,0,0
CUST_08728,61,Female,20,113,89,13225.54,8,0
CUST_08729,67,Male,52,361,45,5340.36,3,0
CUST_08730,59,Male,16,271,10,1493.9,9,1
CUST_08731,55,Male,45,353,116,9537.36,8,1
CUST_08732,29,Female,8,287,9,661.04,1,0
CUST_08733,56,Female,62,258,96,12251.31,9,1
CUST_08734,35,Female,21,201,32,2477.5,7,0
CUST_08735,19,Female,64,299,2,234.16,4,0
CUST_08736,27,Male,30,1,21,3134.42,6,0
CUST_08737,32,Male,36,211,112,12635.89,4,0
CUST_08738,47,Male,5,265,3,50.79,5,1
CUST_08739,61,Female,38,188,118,4641.91,6,0
CUST_08740,34,Male,19,357,98,5125.03,8,1
CUST_08741,21,Female,27,241,93,11716.91,5,0
CUST_08742,24,Male,13,193,106,14928.83,0,0
CUST_08743,58,Male,9,110,84,8627.57,0,0
CUST_08744,48,Male,17,111,23,618.36,0,0
CUST_08745,68,Male,44,65,37,3050.12,9,1
CUST_08746,56,Female,45,65,72,9429.89,4,0
CUST_08747,51,Female,42,317,108,6900.67,5,1
CUST_08748,23,Female,51,235,36,857.23,5,0
CUST_08749,67,Female,58,95,14,1683.41,8,0
CUST_08750,55,Female,58,197,87,9022.87,9,1
CUST_08751,62,Female,30,291,91,7101.74,0,0
CUST_08752,68,Female,5,196,15,1945.86,2,0
CUST_08753,51,Female,8,38,117,15176.21,3,0
CUST_08754,61,Male,37,39,35,3837.03,8,0
CUST_08755,32,Male,47,149,22,3128.69,0,0
CUST_08756,31,Female,45,164,47,3585.27,7,0
CUST_08757,23,Male,5,220,36,4082.59,2,0
CUST_08758,67,Female,63,276,15,1907.13,7,0
CUST_08759,54,Female,47,43,96,9677.3,1,0
CUST_08760,67,Female,25,238,105,9415.34,5,0
CUST_08761,49,Female,50,163,82,9333.22,1,0
CUST_08762,20,Male,45,320,58,3645.78,6,1
CUST_08763,20,Female,30,107,109,7027.02,5,0
CUST_08764,39,Male,48,288,31,4552.13,6,0
CUST_08765,39,Female,51,292,41,1272.77,8,1
CUST_08766,27,Female,55,105,100,12866.96,9,0
CUST_08767,68,Female,55,69,89,10811.78,8,0
CUST_08768,20,Male,46,109,109,2431.97,5,0
CUST_08769,29,Male,31,180,74,8137.99,7,0
CUST_08770,46,Female,34,132,104,2878.12,9,0
CUST_08771,65,Female,68,7,78,3386.58,5,0
CUST_08772,34,Female,33,340,112,16168.2,9,0
CUST_08773,24,Female,56,149,26,1661.15,1,0
CUST_08774,30,Female,58,185,83,1881.46,4,0
CUST_08775,19,Male,57,156,30,2560.85,4,0
CUST_08776,21,Female,17,290,103,4415.18,3,0
CUST_08777,27,Female,11,245,12,870.65,8,0
CUST_08778,56,Male,71,272,31,890.44,1,0
CUST_08779,41,Male,17,38,109,3047.18,6,0
CUST_08780,34,Female,10,115,111,9219.58,5,0
CUST_08781,69,Female,26,337,111,6698.12,2,0
CUST_08782,23,Male,6,119,82,2948.84,6,0
CUST_08783,36,Male,16,132,2,186.7,7,0
CUST_08784,22,Male,4,56,78,1824.88,3,0
CUST_08785,49,Male,62,120,20,2332.39,7,0
CUST_08786,27,Female,64,50,58,1271.98,5,0
CUST_08787,26,Female,56,362,103,15038.01,4,0
CUST_08788,44,Female,23,82,20,2286.19,7,0
CUST_08789,30,Female,33,49,34,4628.21,5,0
CUST_08790,36,Male,31,48,60,4463.59,9,0
CUST_08791,38,Female,7,134,34,776.59,7,0
CUST_08792,41,Female,5,238,37,1701.05,5,0
CUST_08793,55,Female,37,335,67,9788.55,3,0
CUST_08794,21,Male,1,173,99,9756.49,1,0
CUST_08795,41,Female,70,145,97,4438.98,2,0
CUST_08796,52,Female,45,187,19,1523.43,6,0
CUST_08797,20,Male,47,120,95,5496.19,5,0
CUST_08798,21,Male,68,184,52,4217.82,5,0
CUST_08799,54,Female,30,357,44,5629.55,8,0
CUST_08800,57,Female,60,363,86,3873.87,4,0
CUST_08801,65,Female,24,79,27,1859.68,8,1
CUST_08802,52,Male,31,163,38,2858.44,0,0
CUST_08803,48,Male,28,8,92,8671.2,2,0
CUST_08804,61,Female,45,99,21,535.36,4,0
CUST_08805,42,Female,4,317,84,3607.51,6,1
CUST_08806,57,Male,61,356,38,2610.88,4,0
CUST_08807,30,Male,39,27,13,1615.39,3,0
CUST_08808,21,Female,24,276,93,3740.8,4,0
CUST_08809,63,Male,71,313,21,2814.12,0,0
CUST_08810,31,Female,46,279,42,2553.06,4,0
CUST_08811,30,Male,53,356,97,4779.03,8,0
CUST_08812,44,Female,48,204,96,6745.59,2,0
CUST_08813,23,Female,9,160,48,4308.03,9,0
CUST_08814,34,Male,22,178,46,5247.98,5,0
CUST_08815,53,Female,2,192,92,7303.62,8,0
CUST_08816,57,Female,16,40,114,14299.07,5,0
CUST_08817,66,Female,5,360,78,9791.36,9,1
CUST_08818,52,Male,12,236,57,868.39,5,1
CUST_08819,34,Female,52,33,106,12917.55,5,0
CUST_08820,58,Male,26,29,52,3888.13,6,0
CUST_08821,19,Male,15,33,22,3202.25,5,0
CUST_08822,30,Female,67,100,101,12698.79,7,0
CUST_08823,69,Male,59,145,98,6550.41,1,0
CUST_08824,19,Female,39,330,17,1711.48,7,0
CUST_08825,69,Female,63,65,97,3998.62,3,0
CUST_08826,45,Female,25,122,97,5257.13,1,0
CUST_08827,60,Female,41,43,102,4312.99,8,0
CUST_08828,43,Male,28,209,26,3026.56,4,0
CUST_08829,39,Female,21,230,39,628.26,2,0
CUST_08830,64,Female,61,127,71,4968.71,2,0
CUST_08831,60,Male,57,356,63,8068.5,8,1
CUST_08832,20,Male,11,186,89,9854.6,4,0
CUST_08833,52,Female,19,237,112,8056.93,9,1
CUST_08834,29,Male,1,91,51,5123.5,6,0
CUST_08835,41,Female,32,43,30,2198.78,1,0
CUST_08836,22,Female,34,46,41,5286.58,5,0
CUST_08837,37,Male,17,25,33,3045.94,0,0
CUST_08838,56,Female,55,354,50,5020.17,7,0
CUST_08839,56,Male,19,195,63,9353.22,0,0
CUST_08840,30,Female,42,349,39,4639.61,2,0
CUST_08841,58,Female,59,99,28,1500.93,5,0
CUST_08842,62,Male,38,256,18,2148.33,7,0
CUST_08843,29,Female,31,361,74,10385.58,9,1
CUST_08844,30,Female,66,330,59,3235.28,0,0
CUST_08845,27,Male,69,294,116,14538.91,9,0
CUST_08846,50,Female,50,246,66,3108.99,3,0
CUST_08847,57,Male,30,166,107,7874.61,2,0
CUST_08848,33,Female,35,257,114,12331.76,0,0
CUST_08849,62,Male,59,310,43,2058.68,4,0
CUST_08850,52,Female,17,352,78,3142.22,7,1
CUST_08851,20,Female,66,278,13,1006.76,6,1
CUST_08852,22,Female,21,189,1,120.73,2,0
CUST_08853,43,Female,52,186,32,3054.13,4,0
CUST_08854,28,Female,65,182,89,9760.09,4,0
CUST_08855,24,Male,14,275,10,1080.52,7,1
CUST_08856,27,Male,16,227,15,1327.61,5,1
CUST_08857,59,Male,55,34,115,6624.85,2,0
CUST_08858,69,Male,9,207,93,6689.58,6,1
CUST_08859,51,Male,8,44,17,1128.52,0,0
CUST_08860,20,Female,34,245,63,1617.49,1,0
CUST_08861,25,Female,33,254,106,14446.99,6,0
CUST_08862,48,Male,7,109,54,5489.12,1,0
CUST_08863,28,Male,21,323,104,13594.93,1,0
CUST_08864,62,Male,5,114,23,2754.67,9,1
CUST_08865,24,Female,71,278,71,1719.61,6,0
CUST_08866,62,Female,12,237,50,2210.07,9,1
CUST_08867,19,Female,59,29,59,8457.6,3,0
CUST_08868,23,Female,58,222,36,2784.98,8,0
CUST_08869,58,Female,37,318,6,747.67,6,1
CUST_08870,49,Male,45,271,66,6117.5,9,0
CUST_08871,37,Male,25,242,109,13753.71,9,1
CUST_08872,51,Male,27,97,32,3653.51,5,0
CUST_08873,67,Male,51,343,53,2796.48,3,0
CUST_08874,33,Female,42,263,108,16071.91,7,0
CUST_08875,42,Male,71,340,69,5604.2,4,0
CUST_08876,29,Male,42,7,83,7799.86,7,0
CUST_08877,24,Female,60,273,2,175.92,7,0
CUST_08878,56,Male,58,288,43,5783.48,8,1
CUST_08879,34,Male,22,335,87,4592.31,8,1
CUST_08880,62,Female,58,205,40,933.25,6,0
CUST_08881,28,Female,11,184,68,4949.89,9,1
CUST_08882,23,Male,6,318,4,555.89,6,1
CUST_08883,40,Female,22,58,75,5573.04,5,0
CUST_08884,44,Female,12,111,46,2413.66,8,0
CUST_08885,63,Male,27,186,105,10342.18,7,0
CUST_08886,23,Female,1,131,20,2291.38,0,0
CUST_08887,55,Female,64,89,14,1084.61,7,0
CUST_08888,19,Female,39,336,99,6564.07,1,0
CUST_08889,39,Female,60,118,109,6998.68,8,0
CUST_08890,37,Male,70,257,14,1006.28,5,0
CUST_08891,42,Female,54,110,49,6309.27,4,0
CUST_08892,32,Male,25,67,3,240.44,6,0
CUST_08893,66,Male,20,148,79,4537.61,3,0
CUST_08894,46,Male,36,220,21,831.86,8,1
CUST_08895,25,Female,23,214,61,3242.34,9,1
CUST_08896,54,Female,1,62,2,154.94,7,0
CUST_08897,66,Male,27,56,21,1868.05,0,0
CUST_08898,69,Female,52,312,10,989.01,0,0
CUST_08899,50,Female,2,334,91,2241.9,2,0
CUST_08900,39,Female,21,335,118,11537.81,7,1
CUST_08901,67,Male,9,96,111,6939.62,7,0
CUST_08902,64,Female,48,146,19,944.13,1,0
CUST_08903,22,Female,39,48,53,3163.73,0,0
CUST_08904,56,Male,42,294,76,9188.62,3,0
CUST_08905,35,Male,71,278,49,6048.75,1,0
CUST_08906,55,Female,45,203,80,2320.59,4,0
CUST_08907,54,Female,2,199,8,654.25,6,0
CUST_08908,47,Female,67,329,57,4929.49,9,0
CUST_08909,68,Male,43,124,101,1926.97,9,0
CUST_08910,48,Female,18,200,89,9950.51,4,0
CUST_08911,27,Male,39,75,24,1548.41,0,0
CUST_08912,32,Male,6,157,47,3357.2,9,0
CUST_08913,59,Male,42,134,104,10123.39,4,0
CUST_08914,65,Male,52,312,82,6421.17,5,0
CUST_08915,61,Female,27,120,21,2435.44,8,1
CUST_08916,35,Female,15,12,8,763.53,0,0
CUST_08917,40,Male,19,235,19,864.78,2,1
CUST_08918,50,Female,62,295,113,14974.29,4,0
CUST_08919,33,Male,64,108,30,1323.96,0,0
CUST_08920,55,Male,51,33,91,10130.75,6,0
CUST_08921,52,Female,47,120,100,12194.83,0,0
CUST_08922,51,Male,57,256,100,10791.81,9,0
CUST_08923,45,Male,20,83,26,1870.53,9,0
CUST_08924,19,Male,20,181,20,2670.47,2,0
CUST_08925,47,Female,64,228,116,6871.78,0,0
CUST_08926,30,Male,38,275,105,11314.31,8,1
CUST_08927,58,Male,38,186,78,10411.79,6,0
CUST_08928,33,Female,65,341,97,3490.33,9,1
CUST_08929,22,Male,5,211,73,7526.72,8,1
CUST_08930,45,Male,64,249,87,11886.77,8,0
CUST_08931,56,Male,27,43,45,1301.22,8,0
CUST_08932,62,Male,20,73,64,2219.31,9,1
CUST_08933,37,Female,60,342,30,1981.94,4,0
CUST_08934,41,Female,40,19,53,7909.29,6,0
CUST_08935,44,Female,6,165,50,2261.57,5,1
CUST_08936,47,Male,36,267,62,3647.91,5,0
CUST_08937,62,Male,65,128,42,5365.0,2,0
CUST_08938,44,Male,11,355,28,914.21,9,1
CUST_08939,43,Male,49,301,58,8670.3,5,1
CUST_08940,24,Male,28,318,31,3557.14,9,1
CUST_08941,59,Male,22,351,90,13003.92,5,0
CUST_08942,64,Male,47,142,100,3449.37,4,0
CUST_08943,55,Female,66,34,59,2736.36,3,0
CUST_08944,22,Male,25,98,111,7221.06,9,0
CUST_08945,40,Male,67,210,100,2188.65,4,0
CUST_08946,45,Male,32,316,116,2690.43,6,1
CUST_08947,51,Male,17,320,75,10276.19,3,0
CUST_08948,32,Female,40,198,12,249.25,8,1
CUST_08949,49,Male,30,256,45,5231.01,3,0
CUST_08950,43,Male,59,42,66,7384.19,8,0
CUST_08951,65,Male,28,104,104,2582.32,9,1
CUST_08952,48,Male,47,322,68,2742.5,8,1
CUST_08953,36,Female,23,189,32,2444.81,6,0
CUST_08954,26,Female,57,322,41,4166.57,6,0
CUST_08955,46,Male,1,343,98,13321.79,9,1
CUST_08956,68,Female,29,62,55,4736.73,0,0
CUST_08957,56,Male,50,143,69,9757.26,1,0
CUST_08958,21,Male,64,222,5,203.42,2,0
CUST_08959,20,Male,37,20,119,11789.96,2,0
CUST_08960,46,Female,61,280,63,8128.67,2,0
CUST_08961,69,Male,7,265,4,186.0,8,1
CUST_08962,28,Female,64,248,115,13967.17,1,0
CUST_08963,50,Male,18,116,41,2830.6,0,0
CUST_08964,55,Male,29,255,12,1799.39,0,0
CUST_08965,28,Female,60,297,99,2708.59,5,0
CUST_08966,44,Female,54,13,37,3318.6,6,0
CUST_08967,50,Female,21,46,98,11829.55,1,0
CUST_08968,38,Female,21,334,55,5845.76,1,1
CUST_08969,56,Male,58,242,45,3746.43,7,0
CUST_08970,48,Male,49,71,28,2359.55,6,0
CUST_08971,55,Male,36,59,59,4114.25,3,0
CUST_08972,63,Male,17,204,7,428.47,6,1
CUST_08973,19,Female,53,51,60,5708.7,3,0
CUST_08974,44,Female,15,16,53,6149.57,4,0
CUST_08975,53,Female,40,51,40,2108.06,7,1
CUST_08976,28,Male,51,224,52,7425.26,3,0
CUST_08977,64,Female,65,128,11,706.76,6,0
CUST_08978,35,Female,13,170,108,7947.35,1,0
CUST_08979,18,Male,38,267,96,6768.37,1,0
CUST_08980,52,Male,26,68,50,1501.54,8,0
CUST_08981,52,Female,15,121,50,1532.4,9,0
CUST_08982,48,Female,5,180,96,11746.71,7,0
CUST_08983,45,Female,2,226,95,6315.47,2,0
CUST_08984,56,Male,65,328,48,2119.6,6,0
CUST_08985,18,Male,60,191,84,9285.32,0,0
CUST_08986,42,Male,56,301,54,7806.51,3,0
CUST_08987,60,Male,38,251,6,848.81,3,0
CUST_08988,55,Female,57,6,50,5633.0,7,0
CUST_08989,37,Male,51,262,113,4618.2,3,0
CUST_08990,20,Female,41,91,82,2935.81,8,0
CUST_08991,68,Female,70,194,85,11269.8,9,0
CUST_08992,19,Male,52,329,3,434.94,6,1
CUST_08993,35,Male,1,64,41,4059.53,9,0
CUST_08994,61,Female,18,294,92,12573.58,4,0
CUST_08995,27,Female,27,226,28,3500.28,7,0
CUST_08996,22,Male,42,334,32,1145.34,3,0
CUST_08997,26,Male,6,63,39,1758.94,9,0
CUST_08998,19,Female,24,71,88,2124.98,5,0
CUST_08999,51,Female,45,20,118,9321.73,4,0
CUST_09000,55,Male,71,333,71,4170.04,9,1
CUST_09001,48,Female,7,245,63,4568.52,2,0
CUST_09002,27,Female,16,64,19,307.22,7,0
CUST_09003,67,Male,58,293,1,112.37,5,0
CUST_09004,29,Female,57,364,33,1388.55,3,0
CUST_09005,53,Male,42,225,33,2135.62,0,0
CUST_09006,38,Male,14,266,11,762.53,9,1
CUST_09007,66,Male,56,162,60,1436.58,0,0
CUST_09008,64,Male,12,45,87,5597.97,2,0
CUST_09009,23,Female,15,319,114,15558.64,7,1
CUST_09010,65,Female,8,269,109,14778.49,7,1
CUST_09011,66,Male,58,25,28,512.95,1,0
CUST_09012,20,Male,53,300,118,2244.55,0,0
CUST_09013,27,Female,9,225,62,5901.49,4,0
CUST_09014,22,Male,46,74,47,2004.6,0,0
CUST_09015,63,Male,7,116,17,2317.08,7,1
CUST_09016,43,Female,44,152,74,5933.71,8,0
CUST_09017,38,Female,14,69,72,4246.71,1,0
CUST_09018,62,Male,6,202,117,16812.01,3,0
CUST_09019,43,Female,35,303,9,521.28,5,1
CUST_09020,55,Male,70,91,83,4839.88,6,0
CUST_09021,61,Female,61,50,114,3758.36,4,0
CUST_09022,43,Female,24,289,8,360.03,0,0
CUST_09023,25,Female,2,92,59,6942.31,6,0
CUST_09024,22,Female,51,360,69,8112.03,6,1
CUST_09025,32,Male,31,235,78,5240.89,4,0
CUST_09026,33,Male,27,316,45,2797.45,1,0
CUST_09027,18,Male,31,29,33,2358.95,1,0
CUST_09028,33,Female,70,172,107,5950.59,8,0
CUST_09029,54,Female,43,173,108,10481.64,8,1
CUST_09030,20,Female,52,236,38,4861.67,3,0
CUST_09031,69,Female,14,42,63,1024.72,3,0
CUST_09032,64,Male,59,149,12,1696.33,6,0
CUST_09033,48,Male,20,288,67,2071.89,4,0
CUST_09034,30,Male,52,213,104,14191.87,0,0
CUST_09035,33,Male,40,175,29,1349.38,4,0
CUST_09036,60,Male,68,99,22,3053.59,3,0
CUST_09037,38,Female,44,120,34,4123.85,2,0
CUST_09038,19,Male,6,303,70,3593.65,0,1
CUST_09039,44,Female,57,17,99,1862.91,8,0
CUST_09040,55,Female,58,29,39,4353.91,3,0
CUST_09041,43,Male,30,48,16,2015.01,2,0
CUST_09042,55,Female,52,289,31,3309.81,7,1
CUST_09043,63,Male,11,128,49,3259.72,6,0
CUST_09044,42,Male,47,68,44,1416.71,5,0
CUST_09045,28,Male,5,39,79,4886.27,5,0
CUST_09046,25,Male,3,133,46,2357.91,1,0
CUST_09047,25,Female,15,119,1,112.62,8,0
CUST_09048,50,Female,2,324,44,1606.6,0,0
CUST_09049,24,Male,2,52,84,10553.61,3,0
CUST_09050,55,Male,54,136,87,8492.26,3,0
CUST_09051,38,Male,46,247,84,6732.33,8,1
CUST_09052,25,Female,41,169,96,6108.61,2,0
CUST_09053,68,Male,69,70,46,3841.54,8,0
CUST_09054,38,Female,30,36,112,9847.05,1,0
CUST_09055,37,Female,44,288,89,4182.37,0,0
CUST_09056,25,Male,10,5,111,16481.49,6,0
CUST_09057,63,Female,30,360,72,9920.8,1,0
CUST_09058,48,Male,49,148,53,3591.16,0,0
CUST_09059,67,Female,35,237,33,1626.67,8,0
CUST_09060,46,Male,65,68,45,2540.3,7,0
CUST_09061,65,Male,17,231,64,9428.65,2,0
CUST_09062,26,Female,31,150,94,6575.65,1,0
CUST_09063,32,Female,70,221,3,414.33,0,0
CUST_09064,47,Female,52,261,24,551.24,9,0
CUST_09065,43,Male,26,266,76,9109.93,3,0
CUST_09066,27,Female,5,114,31,3654.5,5,0
CUST_09067,46,Male,14,165,71,7304.71,1,0
CUST_09068,33,Male,51,56,40,1254.04,5,0
CUST_09069,53,Male,15,342,81,11946.6,4,0
CUST_09070,37,Female,12,356,50,2186.26,0,0
CUST_09071,62,Female,46,250,74,8200.02,9,1
CUST_09072,54,Male,64,243,15,1746.74,6,0
CUST_09073,39,Male,59,2,119,13993.1,6,0
CUST_09074,24,Male,26,143,21,2656.72,4,0
CUST_09075,40,Male,29,169,21,3119.17,3,0
CUST_09076,58,Male,4,63,60,1677.52,1,0
CUST_09077,57,Female,50,154,93,7323.33,6,0
CUST_09078,46,Female,25,350,106,15539.97,7,1
CUST_09079,33,Female,40,255,105,14078.56,8,1
CUST_09080,55,Male,32,66,65,9667.69,5,0
CUST_09081,45,Male,37,285,21,1966.2,1,0
CUST_09082,65,Female,10,188,55,5820.91,0,0
CUST_09083,55,Female,38,193,69,3492.33,1,0
CUST_09084,48,Female,61,296,79,6073.09,2,0
CUST_09085,31,Female,27,11,110,1961.09,0,0
CUST_09086,50,Female,7,180,26,2916.22,4,0
CUST_09087,26,Male,9,343,75,10499.51,6,1
CUST_09088,44,Male,59,90,55,1657.71,8,0
CUST_09089,41,Female,36,223,113,8626.54,5,0
CUST_09090,30,Female,30,335,85,8425.85,7,1
CUST_09091,43,Male,19,226,46,4615.83,1,0
CUST_09092,46,Male,41,103,62,3495.67,4,0
CUST_09093,68,Female,55,337,70,1236.97,8,1
CUST_09094,66,Female,6,355,54,7282.17,6,1
CUST_09095,60,Male,22,356,4,109.56,6,1
CUST_09096,45,Male,70,232,45,1754.4,2,0
CUST_09097,45,Male,24,267,85,12322.98,2,0
CUST_09098,25,Female,62,284,54,4457.72,1,0
CUST_09099,40,Male,42,190,81,10772.59,8,0
CUST_09100,46,Female,22,48,53,7212.65,3,0
CUST_09101,22,Female,16,284,95,14114.61,8,0
CUST_09102,59,Male,13,302,44,901.77,3,1
CUST_09103,24,Female,37,55,87,1927.49,7,0
CUST_09104,59,Male,52,339,96,3911.76,0,0
CUST_09105,53,Female,24,119,108,11190.29,0,0
CUST_09106,58,Female,17,2,36,1813.15,5,0
CUST_09107,44,Male,16,224,34,2784.92,5,0
CUST_09108,63,Male,1,236,52,6300.23,6,0
CUST_09109,19,Female,1,203,6,240.49,6,0
CUST_09110,42,Male,30,144,38,2036.59,9,0
CUST_09111,26,Female,24,11,86,9736.57,2,0
CUST_09112,44,Male,46,259,33,529.24,8,1
CUST_09113,18,Female,2,298,75,8793.48,8,1
CUST_09114,40,Female,15,157,55,5846.37,2,0
CUST_09115,27,Female,29,197,23,747.36,6,1
CUST_09116,59,Male,62,92,117,5606.74,3,0
CUST_09117,69,Male,13,333,44,751.5,5,1
CUST_09118,42,Male,65,153,100,9349.08,5,0
CUST_09119,20,Male,45,134,28,1921.01,4,0
CUST_09120,23,Female,47,116,64,4618.46,5,0
CUST_09121,23,Female,16,67,48,1388.64,6,0
CUST_09122,19,Male,3,150,59,3691.14,1,0
